,bucket,size,time_dist
825,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1125.pkl,236,0.010670185089111328
826,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1126.pkl,661,0.05657649040222168
827,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1127.pkl,616,0.04816174507141113
828,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1128.pkl,599,0.04954075813293457
829,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1129.pkl,1425,0.38428783416748047
830,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1130.pkl,148,0.005553483963012695
831,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1131.pkl,142,0.019797086715698242
832,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1132.pkl,1414,0.481003999710083
833,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1133.pkl,137,0.0050241947174072266
834,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1134.pkl,303,0.01651620864868164
835,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1135.pkl,3074,0.6267502307891846
836,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1136.pkl,191,0.00802755355834961
837,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1137.pkl,249,0.01154780387878418
838,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1138.pkl,951,0.10121536254882812
839,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1139.pkl,398,0.023643016815185547
840,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1140.pkl,1135,0.33679652214050293
